"reportante","tipo_de_testiga","tipo_de_victima","edad_victima","sexo_asignado_nacer","identidad_genero","orientacion_sexual","expresion_genero","tipo_de_agresora","tipo_de_agresion","subtipo_de_agresion","descripcion_incidente","dia_incidente","hora_incidente","fecha_reporte_visible","entidad","ciudad","tipo_de_lugar","subtipo_de_lugar","latitud","longitud","reporte_previo","reporte_previo_quien","satisfaccion_reporte_previo","razon_no_reporte_previo","estado_civil","nacionalidad","escolaridad","ocupacion","ingreso","seguridad_social","identidades","id"
"Personal","Personal","Determinada","De 36 a 40 años","Hombre","Hombre cis","Gay","Un poco masculina","Patrona o fuente de ingreso privada","Laboral","La víctima fue sancionada o despedida injustificadamente","El primo de de un periódico se la pasaba haciendo mofa de la gente homosexual, así como de mi persona, por ser gay, hasta que lo reporté en el grupo de chat del trabajo, no obstante un par de semanas del incidente, me hicieron el horario imposible y tuve que renunciar.",2019-03-16,"18:15:00",2022-09-30 18:56:01,"Coahuila","Saltillo","Redes sociales o medios de comunicación","Medio de comunicación",25.4380897,-100.9934657,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,7697
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Gay","Neutra","Servidora pública","Impedimento de entrada, negación de servicios o derechos","La víctima fue negada en la prestación de un servicio público","Al presentarme ante la unidad administrativa de la dependencia CAPUFE, fui negado del derecho a atención por parte de la jefa administrativa, fui por una aclaración sobre un trámite negado por el cual emití una queja a la contraloría de la defensa de los derechos del trabajador y ante el sindicato laboral, el problema es que aparte de la pésima atención y falta de espíritu de servicio hay un gran problema de falta de inclusión e intolerancia con la comunidad lgbtttiq+ y solo por la manera en que fui vestido qué es colorida (pues soy enemigo de aparentar lo que no soy) los desplantes y negativa de atención solo se hicieron más intensos. No les quedo más opción que atenderme por qué los acorrale con la queja presentada para brindarme la atención y tras una advertencia de recurrir a las instancias legales no les quedo más que recibirme, pedir unas falsas disculpas y supuestamente comprometerse a darme solución antes de fin de año. Que necesidad de acorralarlos por algo que debe ser un proceso tranquilo y ordinario.",2022-09-19,"11:00:00",2022-09-30 18:56:52,"Tabasco","Villahermosa","Público","Oficina de Gobierno",17.9949489,-92.9292206,"Si","Autoridad gubernamental",2,,,,,,,,,7698
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Bisexual","Masculina","Empleada de establecimiento comercial o profesionista","Impedimento de entrada, negación de servicios o derechos","La víctima fue impedida de ingresar o se le negó la venta o prestación de un servicio en un establecimiento comercial","No me quiso dar el servicio y se portó muy grosero",2022-08-18,"15:00:00",2022-09-30 18:57:23,"Tamaulipas","Reynosa","Privado","Centro comercial o establecimiento comercial",26.0252417,-98.2797375,"No",,,"No sabía en dónde denunciarlo",,,,,,,,7700
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Mujer trans","Heterosexual","Neutra","Patrona o fuente de ingreso privada","Laboral","La víctima fue sancionada o despedida injustificadamente","Fui despedido por ser gay",2019-09-11,"17:00:00",2022-09-30 18:58:17,"Jalisco","Guadalajara","Privado","Empresa u oficina privada",20.7030619,-103.366513,"No",,,"Tengo miedo de denunciar",,,,,,,,7702
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Neutra","Persona no identificada","Verbal","La víctima fue agredida verbalmente","Estaba con un chico que conocí y llegó un sujeto a decirnos que eso era antinatural y que dios nos iba a castigar, a lo que yo le dije que se fuera por qué no iba a tolerar ese tipo de comentarios hacia mi y hacia mi amigo",2021-11-18,"15:00:00",2022-09-30 18:58:56,"Hidalgo","Pachuca","Público","Vía pública o parque público",20.1196883,-98.7333186,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,7703
"Personal","Personal","Determinada","De 12 a 17 años","Hombre","Hombre cis","Bisexual","Un poco femenina","Maestra o personal educativo","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","He tenido demasiados problemas y discriminaciones por parte de mi familia, sigo ahí por los contactos y beneficios pero la vida no es muy buena ni psicológicamente ni emocional, estudio en una institución privada católica que se supone que adjuntan el nuevo modo de pensar de las generaciones actuales, en fin es que se dio a conocer mi sexualidad hace un año aproximadamente y desde hace un año soy acosado por mi directora general, tanto en lo que hago, digo y pienso, cómo hasta no poder vestir un pantalón de mezclilla normal, simplemente por que soy yo el que lo usa con una justificación muy tonta como que el que está muy flojo, pongo este ejemplo para que se vea que con el fin de desaprobación hacia mi persona todo lo que hace, también se me amenaza con decirle cosas a mis padres, en su momento me amenazo a mi y a mi ex pareja con el fin de que no nos podríamos graduar y no se nos liberaría una carta de buena conducta, entre otros oficios y muchas cosas por el estilo, maneja violencia, psicológica, emocional y verbal desde una manera pasiva agresiva, también en varias oportunidades le he compartido esto a mis padres, pero al no parecerles mi sexualidad y no estar de acuerdo y abusando, pues no han hecho nada y justificando todo, ya que se demuestran cómo me debería avergonzar y cómo es una aberración que me “exponga” con los demás",2022-08-25,"07:00:00",2022-09-30 19:00:04,"Chiapas","Tuxtla Gutiérrez","Privado","Escuela o Universidad privada",16.762036253423,-93.131701648235,"No",,,"No cuento con el apoyo de mi familia, además que yo solo no puedo porque vivo custodiado",,,,,,,,7704
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Pansexual","Masculina","Patrona o fuente de ingreso privada","Laboral","La víctima fue sancionada o despedida injustificadamente","Me despidieron sin justificación, me pidieron firmar mi renuncia voluntaria por incidentes laborales y por levantar la voz sobre una compañera que se robaba dinero",2019-07-05,"15:00:00",2022-09-30 19:00:46,"Morelos","Cuernavaca","Privado","Empresa u oficina privada",18.935158253414,-99.208248853683,"No",,,"No sabía en dónde denunciarlo",,,,,,,,7706
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Bisexual","Un poco masculina","Compañera de escuela","Verbal","La víctima fue agredida verbalmente","La persona realizó comentarios homofóbicos y señalamientos a varias personas.",2022-09-01,"12:00:00",2022-09-30 19:01:22,"Estado de México","Toluca","Público","Oficina de Gobierno",19.2881633,-99.6563443,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,7707
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Neutra","Patrona o fuente de ingreso privada","Laboral","La víctima no fue contratada por su orientación sexual, identidad o expresión de género","Me hicieron pruebas de VIH sin mi consentimiento",2019-02-15,"19:40:00",2022-09-30 19:01:49,"Coahuila","Saltillo","Privado","Empresa u oficina privada",25.510531070957,-100.96924781799,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,7709
"Testiga","Familiar","Determinada","De 31 a 35 años","Hombre","No reportada","Gay","Un poco masculina","Patrona o fuente de ingreso privada","Impedimento de entrada, negación de servicios o derechos","La víctima fue negada en su acceso a baños de acuerdo a su identidad de género","En el vapor, decía que qué asco una persona que es gay",2022-09-25,"00:00:00",2022-09-30 19:03:57,"Jalisco",,"Privado","Vapor",20.653407,-105.2253316,"Si","Autoridad gubernamental|Pareja, familia o amistades de la víctima",,,,,,,,,,7711
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Gay","Un poco femenina","Patrona o fuente de ingreso privada","Laboral","La víctima no fue contratada por su orientación sexual, identidad o expresión de género","Simplemente me dijeron que me podrían 3 meses mas a prueba por mis preferencias sexuales.",2019-03-12,"00:00:00",2022-09-30 19:04:20,"Guanajuato","León","Privado","Empresa u oficina privada",21.0601443,-101.5740518,"No",,,"Tengo miedo de denunciar",,,,,,,,7713
"Personal","Personal","Determinada","De 51 a 60 años","Hombre","Hombre cis","Bisexual","Masculina","Pareja","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","Se trató de juzgarme por mis preferencias sexuales frente a una juez, que lo permitió.",2022-08-17,"10:00:00",2022-09-30 19:04:59,"Ciudad de México","Cuauhtémoc","Público","Juzgado",19.416461,-99.1480651,"Si","Autoridad gubernamental",1,,,,,,,,,7714
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Gay","Masculina","Patrona o fuente de ingreso privada","Laboral","La víctima fue sancionada o despedida injustificadamente","Me despidieron por ser homosexual y ser un paciente con vih indetectable, el cual un supervisor me vio en el seguro ventilado mi estatus y nadie en el trabajo sabía que era gay y sero positivo, el cual empezó a regar la información llegando a los altos mandos y un día me mandó hablar ese supervisor que pasara amlas oficinas ya que trabaja en Home Office y cuál fue la sorpresa que recursos humanos me metió al área de enfermería esperando que nadie nos viera entrar y me encerraron alegando que ya no pueden tenerme laborando y yo cuál fue el motivo el cual me empezaron a fastidiar cargar mucho el trabajo me hicieron los últimos 3 meses un martirio mis papás vieron como me gritaban cómo me hacían conectarme de 8 AM a 9 pm alegando que debía horas, lo hice y empece a enfermar, no me contaron las faltas y eso que tengo documentos del seguro y aún así me decían que no que tiene que ser incapacidad y ya tenía 3 años ya estaba por compar la casa a un familiar el cual me dieron de baja en Infonavit perdiendo los puntajes, cambiaron de razón social y perdí dinero en el avalúo y abono para las escrituras y la señora de recursos humanos me dijo no podemos tenerte más laborando aquí porque tú sabes y yo porque andan diciendo que soy gay y tengo VIH y y recuerdo la señora de RH dice yo no dije nada pero firma tu renuncia y le dije que no firmaría nada que lo arreglaría con los abogados y ahorita ya estoy en proceso de demandas y ellos se esconden dicen que no me conocen luego alegan que no me corrieron así y les mande a los abogados fotos en las instalaciones y testigos no te lo de que me encerraron en enfermería pero si hay cámaras de seguridad para que vean como me meten a enfermería y si me afectó mucho mi salud se deterioro he pasado por depresión y ataques de ansiedad y no he conseguido trabajo y los abogados que tengo me dicen que ánimo ahorita ya vi a derecho humanos y conaprep pero me gustaria que alguien con más poder pueda ayudar para que se sancione a la empresa por la forma que me corrieron y que se encargaron en decir mi estatus y orientación el cual ya ni ganas de salir al ambiente me dan.",2022-09-13,"16:00:00",2022-09-30 19:11:00,"Querétaro","Querétaro","Privado","Empresa u oficina privada",20.6146003,-100.3993161,"Si","Autoridad gubernamental",1,,,,,,,,,7716
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Bisexual","Neutra","Patrona o fuente de ingreso privada","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","Fui discriminado y obligado a disculparme con todo el personal por mi orientación sexual",2021-07-08,"12:00:00",2022-09-30 19:11:26,"Tamaulipas","Tampico","Privado","Empresa u oficina privada",22.2288936,-97.8656433,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,7718
"Testiga","Amiga","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Neutra","Familiar o cohabitante","Verbal","La víctima fue agredida verbalmente","Discriminación por ser gay de entorno familiar de 3 hermanos, el es más pequeño.",2022-03-17,"22:00:00",2022-09-30 19:12:18,"Yucatán","Mérida","Privado","Casa ajena",20.969385193179,-89.588425100193,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,7719
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Género fluido","Bisexual","Un poco femenina","Patrona o fuente de ingreso privada","Psicológica","La víctima fue agredida psicológicamente","Varios aspectos negativos empezaron a surgir a partir de que me animé a abrir mi orientación sexual de manera pública en mi entonces trabajo. Cuando fui despedido se me insulto y se me pago de manera incompleta. Pese a que yo estaba casado con mi trabajo el mal trato laboral empezó desde el día de marcha LGBT. Y el colmo fue cuando mi bandera se tiro a la basura sin ninguna explicación",2022-06-24,"17:00:00",2022-09-30 19:13:35,"Ciudad de México","Cuauhtémoc","Privado","Centro comercial o establecimiento comercial",19.433340459072,-99.144269253002,"No",,,"Tengo miedo de denunciar",,,,,,,,7728
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Masculina","Servidora pública","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","Fui agredido por la coordinadora de una biblioteca ya que trabajo con ella cuando entro la administración del partido ganador ya que llegó con una manera prepotente agresiva humillando a toda persona de género y agrediendo a todo el personal que trabaja con ella, en mi vida personal me evidenció y reporto con mis jefes de mi género que odia y no acepta alguien de mi género homosexual y me movieron de servicio y por falsas acusaciones que intento todo a su poder para moverme. Y aún así el ayuntamiento la sigue teniendo y desempeña su trabajo como si nada pasara",2022-04-30,"17:00:00",2022-09-30 19:15:22,"Estado de México","Nezahualcóyotl","Público","Biblioteca",19.4037752,-99.0111415,"No",,,"No sabía en dónde denunciarlo",,,,,,,,7729
